prestg10,educ,race,mawrkgrw,unrelat,colath,popular,divlaw,letdie1,helpfulv
25.0,8.0,white,,,not allowed,,stay as is,no,
46.0,8.0,white,,0.0,not allowed,,more difficult,no,
59.0,12.0,white,,1.0,"yes, allowed to teach",,more difficult,yes,
31.0,9.0,white,,,not allowed,,more difficult,no,
27.0,8.0,white,,,not allowed,,easier,yes,
32.0,10.0,white,,,not allowed,,more difficult,yes,
31.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
48.0,16.0,white,,0.0,not allowed,,more difficult,yes,
38.0,9.0,white,,,not allowed,,more difficult,no,
50.0,13.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
32.0,12.0,white,,1.0,"yes, allowed to teach",,easier,yes,
69.0,19.0,white,,0.0,not allowed,,more difficult,no,
48.0,13.0,white,,0.0,not allowed,,more difficult,no,
39.0,11.0,white,,,not allowed,,more difficult,yes,
50.0,10.0,white,,0.0,not allowed,,stay as is,yes,
65.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
45.0,12.0,white,,0.0,not allowed,,more difficult,yes,
35.0,14.0,other,,1.0,not allowed,,more difficult,yes,
38.0,18.0,white,,0.0,not allowed,,more difficult,no,
72.0,14.0,white,,,"yes, allowed to teach",,stay as is,yes,
63.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,no,
73.0,16.0,white,,2.0,"yes, allowed to teach",,stay as is,yes,
46.0,12.0,white,,0.0,not allowed,,more difficult,yes,
27.0,14.0,other,,0.0,not allowed,,stay as is,yes,
27.0,12.0,other,,0.0,"yes, allowed to teach",,more difficult,yes,
33.0,15.0,white,,0.0,not allowed,,stay as is,no,
35.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
28.0,3.0,white,,,"yes, allowed to teach",,easier,yes,
37.0,13.0,white,,0.0,not allowed,,more difficult,yes,
17.0,12.0,white,,0.0,not allowed,,more difficult,no,
47.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
35.0,8.0,white,,0.0,not allowed,,more difficult,yes,
24.0,6.0,black,,,"yes, allowed to teach",,more difficult,no,
39.0,16.0,black,,,"yes, allowed to teach",,stay as is,no,
48.0,12.0,black,,0.0,not allowed,,more difficult,yes,
47.0,13.0,white,,0.0,"yes, allowed to teach",,stay as is,,
35.0,14.0,white,,0.0,"yes, allowed to teach",,easier,yes,
64.0,17.0,white,,1.0,"yes, allowed to teach",,stay as is,yes,
69.0,19.0,white,,,"yes, allowed to teach",,stay as is,yes,
61.0,19.0,white,,0.0,"yes, allowed to teach",,easier,yes,
31.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
43.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,,
47.0,14.0,white,,,not allowed,,more difficult,yes,
43.0,12.0,other,,,"yes, allowed to teach",,stay as is,yes,
55.0,19.0,black,,0.0,"yes, allowed to teach",,stay as is,no,
64.0,14.0,white,,0.0,not allowed,,more difficult,yes,
38.0,13.0,white,,0.0,,,more difficult,yes,
32.0,9.0,white,,0.0,"yes, allowed to teach",,easier,yes,
32.0,11.0,white,,0.0,not allowed,,stay as is,yes,
42.0,14.0,white,,,not allowed,,easier,yes,
61.0,20.0,white,,0.0,not allowed,,more difficult,no,
,11.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
32.0,13.0,other,,0.0,,,easier,yes,
49.0,12.0,white,,0.0,not allowed,,more difficult,no,
45.0,11.0,white,,1.0,not allowed,,,yes,
,4.0,white,,0.0,not allowed,,more difficult,no,
35.0,13.0,white,,0.0,not allowed,,,yes,
49.0,12.0,white,,0.0,not allowed,,more difficult,no,
64.0,19.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
27.0,13.0,white,,0.0,not allowed,,easier,yes,
39.0,14.0,white,,0.0,not allowed,,more difficult,no,
39.0,12.0,white,,,not allowed,,easier,yes,
47.0,18.0,white,,,not allowed,,more difficult,yes,
46.0,15.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
61.0,18.0,white,,,not allowed,,stay as is,yes,
54.0,9.0,white,,0.0,not allowed,,stay as is,yes,
46.0,7.0,white,,0.0,not allowed,,more difficult,no,
48.0,12.0,white,,0.0,not allowed,,easier,no,
35.0,9.0,white,,0.0,"yes, allowed to teach",,easier,yes,
35.0,12.0,white,,0.0,not allowed,,easier,yes,
24.0,1.0,white,,0.0,"yes, allowed to teach",,,yes,
,12.0,white,,3.0,"yes, allowed to teach",,stay as is,yes,
22.0,9.0,white,,,not allowed,,more difficult,yes,
27.0,0.0,white,,,not allowed,,more difficult,,
36.0,12.0,white,,0.0,not allowed,,stay as is,yes,
33.0,14.0,white,,0.0,not allowed,,stay as is,yes,
36.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
51.0,14.0,white,,1.0,"yes, allowed to teach",,more difficult,,
50.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
43.0,12.0,white,,,"yes, allowed to teach",,stay as is,no,
47.0,10.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
38.0,14.0,white,,0.0,not allowed,,more difficult,no,
36.0,8.0,white,,,,,stay as is,yes,
25.0,6.0,white,,,not allowed,,more difficult,no,
47.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
42.0,12.0,white,,0.0,not allowed,,more difficult,yes,
,8.0,white,,0.0,not allowed,,more difficult,no,
59.0,12.0,white,,0.0,not allowed,,more difficult,no,
32.0,6.0,white,,0.0,not allowed,,more difficult,no,
21.0,12.0,white,,,not allowed,,easier,yes,
35.0,10.0,white,,0.0,not allowed,,more difficult,yes,
32.0,10.0,white,,0.0,not allowed,,more difficult,no,
32.0,12.0,white,,0.0,not allowed,,stay as is,yes,
,,white,,0.0,"yes, allowed to teach",,more difficult,no,
25.0,12.0,white,,0.0,not allowed,,stay as is,yes,
75.0,13.0,white,,0.0,"yes, allowed to teach",,,no,
,12.0,white,,0.0,,,more difficult,no,
31.0,12.0,white,,0.0,not allowed,,more difficult,yes,
36.0,12.0,white,,0.0,not allowed,,more difficult,yes,
24.0,12.0,white,,0.0,not allowed,,easier,yes,
43.0,12.0,white,,0.0,not allowed,,,no,
44.0,13.0,white,,0.0,not allowed,,stay as is,yes,
43.0,12.0,white,,0.0,"yes, allowed to teach",,easier,yes,
72.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
48.0,12.0,white,,0.0,not allowed,,more difficult,yes,
40.0,5.0,white,,,not allowed,,easier,no,
47.0,14.0,white,,,"yes, allowed to teach",,stay as is,yes,
49.0,12.0,white,,0.0,"yes, allowed to teach",,,yes,
35.0,12.0,white,,0.0,not allowed,,easier,yes,
43.0,12.0,white,,0.0,not allowed,,easier,yes,
39.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
21.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
64.0,18.0,white,,,not allowed,,easier,yes,
64.0,16.0,white,,,"yes, allowed to teach",,more difficult,no,
49.0,12.0,white,,0.0,not allowed,,easier,yes,
69.0,19.0,white,,0.0,"yes, allowed to teach",,stay as is,no,
47.0,8.0,white,,0.0,not allowed,,more difficult,yes,
33.0,12.0,white,,0.0,not allowed,,more difficult,no,
25.0,10.0,white,,0.0,not allowed,,more difficult,,
38.0,14.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
35.0,12.0,white,,0.0,not allowed,,more difficult,no,
40.0,12.0,white,,1.0,"yes, allowed to teach",,more difficult,yes,
32.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
35.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
33.0,7.0,white,,0.0,not allowed,,more difficult,yes,
43.0,13.0,white,,0.0,not allowed,,more difficult,yes,
32.0,14.0,white,,0.0,not allowed,,more difficult,yes,
45.0,12.0,white,,0.0,,,stay as is,yes,
39.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
47.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
31.0,14.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
28.0,15.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
32.0,14.0,white,,1.0,"yes, allowed to teach",,more difficult,yes,
47.0,16.0,white,,0.0,not allowed,,more difficult,no,
61.0,20.0,white,,0.0,,,,yes,
47.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
59.0,12.0,white,,1.0,not allowed,,stay as is,yes,
48.0,11.0,white,,,not allowed,,more difficult,no,
35.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
28.0,8.0,white,,0.0,not allowed,,more difficult,yes,
22.0,14.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
50.0,12.0,white,,0.0,not allowed,,stay as is,yes,
31.0,12.0,white,,0.0,not allowed,,more difficult,yes,
39.0,12.0,white,,0.0,not allowed,,more difficult,yes,
35.0,12.0,white,,0.0,not allowed,,more difficult,no,
45.0,12.0,white,,0.0,not allowed,,more difficult,yes,
40.0,11.0,white,,0.0,"yes, allowed to teach",,easier,,
35.0,7.0,white,,0.0,not allowed,,more difficult,yes,
28.0,10.0,white,,2.0,"yes, allowed to teach",,more difficult,no,
35.0,11.0,white,,0.0,not allowed,,more difficult,yes,
30.0,12.0,white,,,"yes, allowed to teach",,more difficult,yes,
31.0,8.0,white,,,not allowed,,more difficult,no,
49.0,12.0,white,,0.0,not allowed,,more difficult,yes,
24.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,no,
31.0,10.0,white,,0.0,not allowed,,easier,yes,
61.0,16.0,white,,,not allowed,,more difficult,no,
31.0,10.0,white,,,not allowed,,stay as is,no,
40.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
28.0,0.0,white,,,not allowed,,more difficult,no,
24.0,14.0,white,,0.0,not allowed,,more difficult,no,
45.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
,12.0,white,,0.0,not allowed,,more difficult,yes,
47.0,13.0,white,,0.0,not allowed,,more difficult,yes,
48.0,13.0,white,,0.0,not allowed,,more difficult,yes,
,12.0,white,,0.0,not allowed,,more difficult,yes,
,11.0,white,,0.0,not allowed,,more difficult,no,
25.0,10.0,white,,0.0,not allowed,,more difficult,yes,
38.0,12.0,white,,0.0,not allowed,,stay as is,yes,
45.0,15.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
49.0,13.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
48.0,13.0,white,,0.0,"yes, allowed to teach",,easier,yes,
35.0,16.0,white,,0.0,not allowed,,easier,yes,
25.0,16.0,white,,0.0,"yes, allowed to teach",,stay as is,no,
44.0,11.0,white,,0.0,not allowed,,more difficult,yes,
47.0,12.0,white,,0.0,not allowed,,stay as is,no,
46.0,12.0,white,,0.0,not allowed,,more difficult,yes,
27.0,10.0,white,,0.0,not allowed,,more difficult,yes,
35.0,9.0,white,,,not allowed,,more difficult,no,
63.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
47.0,12.0,white,,0.0,not allowed,,stay as is,yes,
38.0,3.0,white,,0.0,not allowed,,more difficult,yes,
33.0,10.0,white,,0.0,not allowed,,more difficult,yes,
32.0,9.0,white,,0.0,not allowed,,more difficult,no,
39.0,16.0,black,,0.0,not allowed,,stay as is,yes,
50.0,7.0,black,,0.0,not allowed,,more difficult,no,
28.0,13.0,black,,0.0,not allowed,,easier,yes,
32.0,11.0,white,,,not allowed,,more difficult,,
60.0,12.0,white,,0.0,not allowed,,stay as is,yes,
46.0,12.0,white,,,not allowed,,stay as is,yes,
31.0,12.0,white,,,,,,,
32.0,12.0,black,,0.0,"yes, allowed to teach",,easier,no,
,5.0,white,,0.0,not allowed,,more difficult,no,
,12.0,white,,,"yes, allowed to teach",,more difficult,no,
39.0,11.0,white,,,not allowed,,,no,
61.0,14.0,white,,,not allowed,,more difficult,no,
61.0,16.0,white,,,not allowed,,more difficult,yes,
49.0,11.0,white,,0.0,not allowed,,easier,no,
46.0,16.0,white,,,not allowed,,more difficult,yes,
35.0,10.0,white,,0.0,not allowed,,more difficult,,
32.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
40.0,12.0,white,,0.0,not allowed,,easier,yes,
50.0,12.0,white,,0.0,not allowed,,more difficult,no,
31.0,8.0,white,,,not allowed,,more difficult,no,
35.0,9.0,white,,0.0,not allowed,,more difficult,no,
32.0,10.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
26.0,12.0,white,,0.0,not allowed,,stay as is,yes,
50.0,12.0,white,,0.0,not allowed,,easier,yes,
35.0,10.0,white,,0.0,"yes, allowed to teach",,easier,yes,
61.0,16.0,white,,,"yes, allowed to teach",,easier,yes,
46.0,8.0,white,,,"yes, allowed to teach",,more difficult,yes,
47.0,12.0,white,,0.0,not allowed,,more difficult,yes,
32.0,12.0,white,,0.0,not allowed,,more difficult,no,
49.0,16.0,black,,0.0,"yes, allowed to teach",,easier,yes,
47.0,13.0,white,,0.0,not allowed,,stay as is,yes,
48.0,10.0,white,,0.0,"yes, allowed to teach",,easier,yes,
48.0,15.0,black,,0.0,not allowed,,stay as is,yes,
27.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
45.0,16.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
44.0,8.0,white,,,not allowed,,more difficult,yes,
47.0,11.0,white,,0.0,not allowed,,more difficult,yes,
33.0,12.0,white,,,not allowed,,more difficult,yes,
31.0,12.0,white,,0.0,not allowed,,more difficult,yes,
48.0,14.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
62.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
62.0,14.0,other,,0.0,"yes, allowed to teach",,more difficult,yes,
59.0,14.0,white,,0.0,not allowed,,more difficult,yes,
45.0,14.0,white,,0.0,not allowed,,more difficult,yes,
28.0,10.0,white,,0.0,not allowed,,more difficult,no,
23.0,10.0,white,,0.0,"yes, allowed to teach",,easier,yes,
,8.0,white,,,not allowed,,more difficult,yes,
50.0,14.0,white,,0.0,not allowed,,stay as is,yes,
47.0,13.0,white,,0.0,not allowed,,easier,yes,
25.0,12.0,white,,,not allowed,,more difficult,,
40.0,12.0,white,,2.0,"yes, allowed to teach",,easier,yes,
36.0,9.0,white,,0.0,not allowed,,more difficult,yes,
49.0,9.0,white,,0.0,not allowed,,more difficult,yes,
28.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
35.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
39.0,11.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
33.0,11.0,white,,0.0,not allowed,,more difficult,yes,
44.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
35.0,12.0,white,,0.0,not allowed,,more difficult,yes,
,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
45.0,8.0,white,,0.0,not allowed,,easier,,
45.0,11.0,white,,,not allowed,,more difficult,,
31.0,8.0,white,,,not allowed,,more difficult,yes,
35.0,10.0,white,,0.0,not allowed,,more difficult,yes,
,12.0,white,,0.0,"yes, allowed to teach",,,no,
61.0,8.0,white,,0.0,not allowed,,more difficult,yes,
46.0,12.0,white,,1.0,"yes, allowed to teach",,easier,yes,
66.0,16.0,white,,0.0,not allowed,,more difficult,no,
33.0,13.0,white,,,"yes, allowed to teach",,more difficult,no,
43.0,8.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
28.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
35.0,12.0,white,,0.0,"yes, allowed to teach",,easier,no,
26.0,13.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
53.0,17.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
25.0,8.0,white,,,not allowed,,stay as is,,
35.0,6.0,white,,,,,,no,
,8.0,white,,0.0,not allowed,,,no,
31.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
37.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
31.0,15.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
33.0,11.0,white,,0.0,not allowed,,more difficult,no,
36.0,8.0,white,,0.0,not allowed,,more difficult,,
47.0,12.0,white,,0.0,,,more difficult,yes,
34.0,13.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
66.0,18.0,white,,,not allowed,,more difficult,no,
30.0,10.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
31.0,8.0,white,,,not allowed,,more difficult,no,
45.0,12.0,white,,,not allowed,,more difficult,no,
47.0,12.0,white,,0.0,not allowed,,more difficult,,
32.0,8.0,white,,0.0,not allowed,,more difficult,no,
42.0,11.0,white,,0.0,not allowed,,more difficult,no,
,8.0,white,,0.0,not allowed,,more difficult,no,
,8.0,white,,0.0,not allowed,,stay as is,no,
45.0,8.0,white,,,,,stay as is,no,
49.0,12.0,white,,0.0,not allowed,,more difficult,,
35.0,12.0,white,,0.0,,,more difficult,yes,
32.0,12.0,white,,0.0,not allowed,,more difficult,no,
31.0,12.0,white,,0.0,not allowed,,more difficult,yes,
74.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
49.0,8.0,white,,0.0,not allowed,,more difficult,no,
31.0,13.0,white,,0.0,not allowed,,stay as is,yes,
39.0,9.0,white,,1.0,not allowed,,more difficult,no,
39.0,8.0,white,,,not allowed,,easier,no,
31.0,12.0,white,,0.0,not allowed,,easier,yes,
48.0,16.0,white,,1.0,not allowed,,more difficult,yes,
42.0,6.0,white,,0.0,not allowed,,more difficult,no,
48.0,12.0,white,,0.0,not allowed,,easier,yes,
,7.0,white,,0.0,not allowed,,,yes,
31.0,14.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
28.0,7.0,white,,0.0,not allowed,,more difficult,yes,
27.0,8.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
,9.0,white,,0.0,not allowed,,more difficult,yes,
32.0,6.0,white,,0.0,not allowed,,easier,no,
31.0,16.0,white,,0.0,not allowed,,more difficult,no,
49.0,12.0,black,,0.0,not allowed,,more difficult,no,
46.0,12.0,white,,0.0,not allowed,,stay as is,no,
25.0,5.0,black,,0.0,not allowed,,easier,no,
49.0,7.0,white,,0.0,not allowed,,more difficult,yes,
42.0,12.0,white,,0.0,not allowed,,stay as is,yes,
25.0,12.0,white,,0.0,not allowed,,more difficult,yes,
40.0,12.0,black,,0.0,"yes, allowed to teach",,easier,yes,
27.0,12.0,black,,0.0,"yes, allowed to teach",,easier,yes,
42.0,7.0,black,,0.0,not allowed,,easier,yes,
28.0,5.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
31.0,8.0,white,,,not allowed,,more difficult,yes,
32.0,12.0,white,,0.0,not allowed,,more difficult,no,
31.0,8.0,white,,,not allowed,,more difficult,no,
25.0,7.0,white,,,not allowed,,more difficult,no,
,8.0,black,,0.0,not allowed,,more difficult,no,
25.0,11.0,black,,,not allowed,,stay as is,no,
25.0,7.0,black,,0.0,not allowed,,easier,yes,
,7.0,white,,0.0,not allowed,,easier,yes,
60.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
25.0,7.0,black,,0.0,not allowed,,more difficult,no,
,11.0,white,,0.0,not allowed,,more difficult,yes,
31.0,6.0,white,,0.0,not allowed,,more difficult,,
32.0,12.0,white,,0.0,not allowed,,more difficult,no,
38.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
40.0,12.0,white,,0.0,not allowed,,stay as is,yes,
47.0,12.0,black,,0.0,not allowed,,easier,no,
48.0,8.0,black,,,not allowed,,easier,yes,
35.0,9.0,white,,0.0,not allowed,,more difficult,no,
44.0,14.0,white,,,not allowed,,more difficult,yes,
20.0,12.0,white,,,"yes, allowed to teach",,stay as is,yes,
64.0,12.0,white,,0.0,not allowed,,more difficult,no,
59.0,15.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
59.0,20.0,white,,0.0,"yes, allowed to teach",,easier,yes,
49.0,18.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
31.0,18.0,white,,0.0,"yes, allowed to teach",,easier,yes,
53.0,16.0,white,,1.0,"yes, allowed to teach",,stay as is,yes,
47.0,13.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
37.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
48.0,11.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
56.0,9.0,white,,0.0,not allowed,,more difficult,yes,
,14.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
46.0,18.0,white,,0.0,"yes, allowed to teach",,,yes,
65.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
70.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
47.0,12.0,white,,0.0,"yes, allowed to teach",,easier,yes,
30.0,11.0,white,,0.0,not allowed,,more difficult,no,
48.0,15.0,white,,0.0,"yes, allowed to teach",,easier,no,
44.0,12.0,white,,,not allowed,,easier,yes,
25.0,6.0,black,,,not allowed,,easier,yes,
40.0,12.0,black,,0.0,not allowed,,more difficult,no,
38.0,12.0,black,,,"yes, allowed to teach",,easier,yes,
37.0,16.0,white,,1.0,"yes, allowed to teach",,easier,yes,
43.0,12.0,white,,,"yes, allowed to teach",,easier,yes,
72.0,15.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
47.0,14.0,white,,0.0,"yes, allowed to teach",,easier,yes,
42.0,16.0,white,,0.0,"yes, allowed to teach",,easier,yes,
38.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
36.0,3.0,white,,0.0,"yes, allowed to teach",,easier,no,
49.0,11.0,white,,0.0,not allowed,,easier,yes,
39.0,12.0,white,,0.0,not allowed,,more difficult,yes,
31.0,11.0,white,,2.0,not allowed,,more difficult,no,
38.0,11.0,white,,0.0,"yes, allowed to teach",,easier,yes,
49.0,6.0,white,,0.0,not allowed,,more difficult,yes,
64.0,16.0,white,,0.0,"yes, allowed to teach",,easier,yes,
25.0,11.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
,2.0,white,,,"yes, allowed to teach",,more difficult,no,
,11.0,white,,,not allowed,,more difficult,no,
39.0,14.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
39.0,8.0,white,,0.0,not allowed,,easier,yes,
46.0,16.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
31.0,12.0,other,,,not allowed,,,yes,
74.0,19.0,white,,,not allowed,,more difficult,no,
47.0,13.0,white,,0.0,not allowed,,stay as is,yes,
46.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
48.0,12.0,white,,,not allowed,,more difficult,no,
,3.0,white,,0.0,,,,no,
31.0,12.0,white,,,,,more difficult,yes,
40.0,15.0,white,,0.0,"yes, allowed to teach",,easier,yes,
25.0,11.0,black,,0.0,not allowed,,easier,no,
24.0,10.0,black,,,not allowed,,,yes,
47.0,12.0,black,,,,,easier,,
44.0,7.0,black,,0.0,"yes, allowed to teach",,easier,no,
61.0,14.0,black,,0.0,not allowed,,more difficult,no,
,13.0,white,,0.0,"yes, allowed to teach",,,no,
,12.0,black,,0.0,"yes, allowed to teach",,stay as is,no,
,16.0,white,,1.0,"yes, allowed to teach",,more difficult,no,
53.0,12.0,white,,0.0,not allowed,,more difficult,no,
46.0,12.0,white,,0.0,,,,yes,
36.0,12.0,white,,,,,easier,yes,
38.0,13.0,white,,0.0,"yes, allowed to teach",,easier,yes,
31.0,13.0,white,,0.0,,,stay as is,yes,
48.0,12.0,black,,0.0,not allowed,,easier,yes,
35.0,12.0,black,,1.0,not allowed,,easier,no,
47.0,16.0,black,,0.0,"yes, allowed to teach",,easier,yes,
16.0,11.0,white,,0.0,not allowed,,more difficult,no,
36.0,12.0,white,,0.0,not allowed,,easier,yes,
47.0,13.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
50.0,12.0,white,,0.0,not allowed,,more difficult,yes,
32.0,7.0,white,,,not allowed,,more difficult,yes,
44.0,12.0,white,,0.0,not allowed,,more difficult,yes,
22.0,12.0,white,,0.0,not allowed,,more difficult,yes,
53.0,12.0,white,,0.0,not allowed,,more difficult,yes,
74.0,20.0,white,,,"yes, allowed to teach",,more difficult,no,
21.0,16.0,white,,,"yes, allowed to teach",,easier,yes,
65.0,17.0,white,,,"yes, allowed to teach",,easier,yes,
47.0,14.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
60.0,16.0,black,,,"yes, allowed to teach",,easier,yes,
55.0,16.0,black,,,"yes, allowed to teach",,stay as is,yes,
,18.0,other,,1.0,"yes, allowed to teach",,stay as is,yes,
29.0,10.0,white,,0.0,not allowed,,,no,
,6.0,white,,0.0,not allowed,,more difficult,yes,
47.0,12.0,white,,0.0,"yes, allowed to teach",,,yes,
40.0,12.0,white,,0.0,not allowed,,easier,yes,
64.0,16.0,white,,0.0,not allowed,,more difficult,no,
25.0,11.0,white,,0.0,"yes, allowed to teach",,easier,yes,
25.0,12.0,white,,0.0,not allowed,,more difficult,yes,
47.0,12.0,white,,,not allowed,,more difficult,yes,
31.0,12.0,white,,0.0,not allowed,,more difficult,yes,
,12.0,white,,,"yes, allowed to teach",,stay as is,yes,
,12.0,white,,0.0,"yes, allowed to teach",,easier,yes,
42.0,12.0,white,,0.0,not allowed,,more difficult,yes,
39.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
35.0,8.0,white,,0.0,not allowed,,more difficult,yes,
69.0,12.0,white,,0.0,not allowed,,more difficult,yes,
38.0,12.0,white,,0.0,"yes, allowed to teach",,stay as is,no,
,12.0,white,,0.0,not allowed,,easier,yes,
25.0,14.0,white,,0.0,"yes, allowed to teach",,easier,no,
45.0,13.0,white,,0.0,"yes, allowed to teach",,easier,yes,
47.0,13.0,white,,0.0,"yes, allowed to teach",,easier,yes,
28.0,8.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
,16.0,white,,0.0,"yes, allowed to teach",,stay as is,no,
73.0,17.0,white,,0.0,"yes, allowed to teach",,easier,yes,
24.0,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
,16.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
58.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
,16.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
65.0,15.0,white,,0.0,"yes, allowed to teach",,stay as is,yes,
,17.0,white,,0.0,"yes, allowed to teach",,easier,yes,
61.0,16.0,white,,0.0,"yes, allowed to teach",,,yes,
45.0,12.0,black,,0.0,"yes, allowed to teach",,,no,
25.0,8.0,black,,0.0,not allowed,,stay as is,no,
,9.0,white,,0.0,not allowed,,more difficult,no,
,12.0,white,,0.0,"yes, allowed to teach",,easier,,
44.0,12.0,white,,0.0,not allowed,,more difficult,yes,
64.0,16.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
64.0,15.0,white,,,not allowed,,stay as is,yes,
64.0,16.0,white,,0.0,,,more difficult,yes,
,12.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
49.0,13.0,white,,0.0,not allowed,,easier,yes,
62.0,12.0,white,,0.0,"yes, allowed to teach",,easier,no,
58.0,15.0,white,,0.0,not allowed,,more difficult,yes,
64.0,14.0,white,,0.0,"yes, allowed to teach",,,,
44.0,12.0,white,,0.0,"yes, allowed to teach",,easier,yes,
25.0,8.0,white,,0.0,,,easier,no,
28.0,7.0,white,,,"yes, allowed to teach",,easier,no,
59.0,5.0,white,,1.0,not allowed,,more difficult,yes,
61.0,17.0,white,,0.0,"yes, allowed to teach",,more difficult,yes,
66.0,19.0,white,,0.0,"yes, allowed to teach",,more difficult,no,
38.0,8.0,white,,0.0,not allowed,,easier,yes,
22.0,9.0,white,,0.0,not allowed,,more difficult,no,
47.0,14.0,white,,,not allowed,,more difficult,yes,
