prestg10,educ,race,mawrkgrw,unrelat,colath,popular,divlaw,letdie1,helpfulv
31.0,7.0,white,no,0.0,not allowed,,more difficult,yes,
17.0,18.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
31.0,12.0,white,yes,0.0,not allowed,fifth,,,
25.0,12.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
42.0,12.0,white,yes,,,fifth,more difficult,yes,
25.0,12.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
48.0,12.0,white,yes,0.0,"yes, allowed to teach",,more difficult,no,
39.0,18.0,white,no,,"yes, allowed to teach",fifth,,,
35.0,18.0,white,yes,1.0,,fourth,stay as is,no,
29.0,12.0,white,yes,0.0,,fifth,stay as is,yes,
53.0,12.0,white,yes,0.0,"yes, allowed to teach",,easier,yes,
25.0,12.0,white,yes,0.0,,fifth,more difficult,yes,
32.0,15.0,white,no,0.0,"yes, allowed to teach",fifth,,,
28.0,12.0,white,yes,0.0,not allowed,,more difficult,,
48.0,11.0,white,no,0.0,,fifth,easier,yes,
59.0,13.0,white,no,0.0,"yes, allowed to teach",fifth,,,
38.0,12.0,white,no,,"yes, allowed to teach",fifth,,,
38.0,14.0,white,yes,0.0,,fifth,easier,yes,
44.0,14.0,white,yes,0.0,,third,,,
35.0,12.0,white,yes,0.0,"yes, allowed to teach",,more difficult,no,
31.0,8.0,white,no,0.0,,fifth,more difficult,no,
25.0,13.0,white,no,0.0,not allowed,fifth,,,
35.0,12.0,white,yes,0.0,"yes, allowed to teach",,easier,no,
27.0,11.0,white,no,0.0,,third,more difficult,no,
35.0,12.0,white,yes,,"yes, allowed to teach",fifth,,,
,11.0,white,yes,0.0,,,more difficult,no,
48.0,10.0,white,yes,0.0,,fourth,more difficult,yes,
44.0,16.0,white,yes,0.0,"yes, allowed to teach",,,,
27.0,12.0,white,yes,,not allowed,,more difficult,yes,
33.0,10.0,white,yes,0.0,not allowed,,stay as is,yes,
46.0,12.0,white,no,,,second,,,
35.0,12.0,white,yes,0.0,not allowed,,more difficult,no,
28.0,16.0,white,no,,"yes, allowed to teach",,more difficult,,
46.0,12.0,white,no,0.0,,fifth,more difficult,no,
46.0,12.0,white,yes,1.0,"yes, allowed to teach",fifth,,,
41.0,7.0,white,no,,"yes, allowed to teach",,stay as is,yes,
46.0,12.0,white,no,,,fifth,more difficult,no,
48.0,12.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
31.0,11.0,white,yes,0.0,,fourth,easier,yes,
47.0,13.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
39.0,12.0,white,yes,0.0,not allowed,fifth,,,
71.0,16.0,white,yes,,,fifth,more difficult,no,
38.0,16.0,white,yes,0.0,,fifth,more difficult,,
35.0,13.0,white,no,0.0,not allowed,fifth,,,
17.0,14.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
31.0,13.0,white,yes,2.0,"yes, allowed to teach",,more difficult,yes,
22.0,12.0,black,no,0.0,not allowed,,more difficult,yes,
57.0,18.0,white,no,,,fifth,,,
60.0,12.0,white,no,,,fourth,easier,,
47.0,14.0,white,,1.0,"yes, allowed to teach",fifth,,,
45.0,12.0,white,yes,,,fifth,more difficult,no,
27.0,12.0,white,yes,0.0,not allowed,,more difficult,yes,
28.0,12.0,white,yes,0.0,not allowed,,stay as is,no,
50.0,12.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
48.0,10.0,white,yes,0.0,,fifth,more difficult,yes,
31.0,16.0,white,no,1.0,not allowed,,stay as is,yes,
48.0,8.0,white,yes,,,fifth,,,
52.0,14.0,white,yes,,,fourth,stay as is,yes,
35.0,12.0,white,no,1.0,"yes, allowed to teach",fifth,,,
31.0,12.0,white,no,,not allowed,,more difficult,no,
35.0,12.0,white,yes,0.0,"yes, allowed to teach",,stay as is,yes,
54.0,14.0,white,yes,0.0,,fifth,more difficult,yes,
48.0,14.0,white,yes,0.0,not allowed,fifth,,,
28.0,12.0,white,yes,0.0,,fifth,more difficult,no,
49.0,12.0,white,yes,0.0,"yes, allowed to teach",,easier,yes,
49.0,10.0,white,yes,0.0,not allowed,,more difficult,yes,
62.0,14.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
34.0,17.0,white,no,,,fifth,more difficult,no,
38.0,11.0,white,yes,0.0,,fifth,more difficult,no,
35.0,8.0,white,yes,0.0,not allowed,fifth,,,
35.0,10.0,white,,0.0,"yes, allowed to teach",fifth,,,
55.0,16.0,white,no,,,fifth,easier,yes,
21.0,12.0,black,yes,0.0,not allowed,,more difficult,yes,
35.0,12.0,black,yes,,,fifth,more difficult,yes,
24.0,9.0,white,no,0.0,not allowed,fifth,,,
33.0,15.0,black,yes,,"yes, allowed to teach",fifth,,,
,11.0,black,yes,1.0,,fifth,easier,no,
44.0,11.0,white,yes,1.0,not allowed,,easier,yes,
73.0,16.0,white,no,0.0,,fifth,,no,
38.0,12.0,white,no,0.0,not allowed,,easier,yes,
56.0,14.0,white,no,,not allowed,fifth,,,
28.0,9.0,white,,0.0,not allowed,fifth,,,
31.0,12.0,white,yes,0.0,not allowed,fifth,,,
31.0,12.0,white,yes,,,fifth,stay as is,yes,
28.0,12.0,white,yes,0.0,not allowed,,stay as is,yes,
35.0,12.0,white,no,0.0,"yes, allowed to teach",,,no,
,10.0,white,yes,,,fifth,easier,yes,
,12.0,white,no,,not allowed,,more difficult,yes,
47.0,12.0,white,no,,"yes, allowed to teach",fourth,,,
35.0,9.0,white,yes,,not allowed,,,yes,
45.0,12.0,white,no,,"yes, allowed to teach",fifth,,,
,12.0,white,,,,,more difficult,yes,
48.0,12.0,white,no,0.0,,fifth,stay as is,no,
31.0,12.0,white,no,,not allowed,fifth,,,
28.0,12.0,white,,1.0,,fifth,easier,no,
35.0,12.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
48.0,12.0,black,,,,fifth,more difficult,no,
27.0,16.0,black,yes,,not allowed,,,no,
61.0,17.0,black,yes,,not allowed,,more difficult,no,
35.0,13.0,black,yes,3.0,"yes, allowed to teach",,easier,yes,
35.0,12.0,white,yes,,not allowed,,easier,yes,
59.0,18.0,white,yes,,not allowed,fifth,,,
21.0,11.0,white,yes,0.0,not allowed,,more difficult,no,
39.0,12.0,white,no,0.0,,second,more difficult,no,
31.0,12.0,white,,,"yes, allowed to teach",fifth,,,
69.0,13.0,white,yes,0.0,,fifth,stay as is,no,
38.0,16.0,white,yes,0.0,"yes, allowed to teach",,stay as is,yes,
70.0,16.0,white,yes,0.0,,fifth,more difficult,yes,
32.0,12.0,white,yes,0.0,not allowed,,more difficult,yes,
60.0,15.0,black,yes,,,fifth,more difficult,yes,
38.0,12.0,white,yes,0.0,,fifth,stay as is,no,
59.0,14.0,white,yes,,not allowed,fifth,,,
27.0,12.0,white,yes,,not allowed,fifth,,,
70.0,14.0,white,no,,not allowed,,more difficult,,
31.0,14.0,white,yes,0.0,,fifth,more difficult,yes,
37.0,12.0,white,no,0.0,not allowed,fifth,,,
53.0,16.0,white,no,0.0,,,stay as is,yes,
31.0,10.0,other,,,"yes, allowed to teach",,stay as is,yes,
71.0,20.0,white,no,,,fourth,more difficult,yes,
31.0,18.0,white,yes,0.0,not allowed,,,yes,
64.0,16.0,white,no,,not allowed,,more difficult,yes,
72.0,17.0,white,yes,,,fifth,stay as is,yes,
72.0,13.0,white,no,0.0,"yes, allowed to teach",fifth,,,
24.0,12.0,white,yes,0.0,not allowed,fifth,,,
63.0,15.0,black,yes,,,fifth,easier,yes,
33.0,8.0,black,yes,,not allowed,,more difficult,no,
64.0,20.0,white,no,0.0,,fifth,more difficult,yes,
60.0,16.0,black,yes,0.0,not allowed,,,no,
31.0,14.0,black,no,0.0,not allowed,,easier,yes,
60.0,16.0,white,no,0.0,"yes, allowed to teach",fifth,,,
62.0,13.0,white,yes,,,fifth,more difficult,,
45.0,12.0,other,,,"yes, allowed to teach",,more difficult,yes,
42.0,18.0,black,no,,"yes, allowed to teach",,more difficult,yes,
38.0,12.0,white,yes,,"yes, allowed to teach",fifth,,,
64.0,15.0,white,yes,0.0,,fifth,stay as is,yes,
49.0,16.0,white,yes,0.0,"yes, allowed to teach",,easier,yes,
31.0,12.0,white,yes,,,fifth,,yes,
,10.0,white,,0.0,not allowed,,stay as is,no,
35.0,10.0,white,,,,fifth,,yes,
44.0,12.0,white,no,0.0,"yes, allowed to teach",fifth,,,
47.0,12.0,other,no,0.0,"yes, allowed to teach",fifth,,,
35.0,12.0,black,yes,,,fifth,easier,yes,
47.0,13.0,other,no,1.0,,fifth,,,
42.0,12.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
28.0,12.0,white,yes,,not allowed,fifth,,,
37.0,14.0,white,yes,,,fifth,stay as is,yes,
28.0,12.0,white,no,0.0,"yes, allowed to teach",,,,
48.0,16.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
63.0,17.0,white,yes,,,fifth,stay as is,yes,
60.0,16.0,white,no,0.0,not allowed,,stay as is,yes,
35.0,13.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
45.0,16.0,white,yes,0.0,not allowed,fifth,,,
47.0,14.0,white,yes,0.0,not allowed,fifth,,,
53.0,13.0,white,yes,0.0,not allowed,,more difficult,yes,
46.0,12.0,white,yes,0.0,,fifth,more difficult,yes,
49.0,12.0,white,yes,0.0,,fifth,easier,,
33.0,14.0,white,no,0.0,,fifth,stay as is,yes,
39.0,14.0,white,no,0.0,not allowed,fifth,,,
42.0,12.0,white,no,,"yes, allowed to teach",,easier,no,
29.0,13.0,white,yes,0.0,not allowed,fifth,,,
49.0,16.0,white,yes,,not allowed,fifth,,,
35.0,12.0,white,yes,,not allowed,fifth,,,
38.0,14.0,white,yes,,"yes, allowed to teach",,stay as is,no,
64.0,18.0,white,no,,"yes, allowed to teach",,more difficult,no,
,13.0,black,no,2.0,,fifth,easier,yes,
61.0,17.0,white,,,,fifth,more difficult,yes,
,12.0,white,,,not allowed,,stay as is,yes,
40.0,16.0,black,yes,,,fifth,easier,yes,
60.0,15.0,white,no,,"yes, allowed to teach",fifth,,,
25.0,12.0,white,yes,1.0,,fifth,more difficult,no,
38.0,12.0,white,yes,0.0,,fifth,more difficult,yes,
21.0,12.0,white,yes,,,fifth,easier,yes,
24.0,11.0,white,yes,,not allowed,,stay as is,no,
31.0,12.0,white,yes,0.0,"yes, allowed to teach",,easier,yes,
35.0,10.0,white,yes,,"yes, allowed to teach",fifth,,,
31.0,19.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
50.0,12.0,white,no,0.0,,fifth,more difficult,yes,
35.0,12.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
70.0,15.0,white,yes,0.0,"yes, allowed to teach",,stay as is,yes,
53.0,12.0,white,no,0.0,,fifth,easier,yes,
45.0,12.0,white,yes,0.0,"yes, allowed to teach",,stay as is,yes,
59.0,15.0,white,yes,,,second,more difficult,yes,
47.0,12.0,white,no,0.0,not allowed,,more difficult,yes,
45.0,16.0,white,no,0.0,"yes, allowed to teach",fifth,,,
35.0,14.0,white,no,0.0,"yes, allowed to teach",fourth,,,
74.0,20.0,white,yes,0.0,,fifth,stay as is,no,
26.0,14.0,other,no,0.0,"yes, allowed to teach",fifth,,,
35.0,12.0,white,no,0.0,,fifth,more difficult,no,
60.0,16.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
48.0,13.0,black,,0.0,not allowed,,more difficult,no,
34.0,13.0,white,yes,1.0,not allowed,,easier,yes,
53.0,12.0,white,no,0.0,not allowed,,stay as is,yes,
31.0,15.0,white,yes,0.0,,fifth,stay as is,yes,
61.0,17.0,white,no,0.0,,fourth,more difficult,yes,
52.0,14.0,white,no,0.0,not allowed,,stay as is,,
25.0,13.0,white,no,0.0,"yes, allowed to teach",,more difficult,no,
45.0,16.0,white,no,0.0,,fifth,more difficult,no,
72.0,16.0,white,no,0.0,"yes, allowed to teach",fifth,,,
47.0,16.0,white,no,,,fifth,stay as is,yes,
34.0,12.0,white,yes,,"yes, allowed to teach",fifth,,,
24.0,12.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
40.0,12.0,white,no,1.0,not allowed,,,,
61.0,11.0,white,yes,,not allowed,fifth,,,
38.0,12.0,white,yes,,not allowed,fifth,,,
60.0,15.0,black,yes,,not allowed,,easier,yes,
27.0,12.0,white,no,,,fifth,stay as is,no,
38.0,16.0,white,yes,0.0,,fifth,easier,yes,
61.0,16.0,white,no,0.0,,fifth,more difficult,yes,
54.0,18.0,white,no,,not allowed,,stay as is,yes,
45.0,15.0,white,no,0.0,"yes, allowed to teach",,more difficult,yes,
74.0,20.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
18.0,12.0,white,yes,0.0,not allowed,,easier,yes,
61.0,18.0,white,no,0.0,,fourth,stay as is,yes,
45.0,12.0,white,,,,fifth,,yes,
35.0,12.0,white,yes,0.0,not allowed,,easier,yes,
39.0,11.0,white,yes,0.0,not allowed,third,,,
33.0,14.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
47.0,12.0,white,yes,,,fifth,more difficult,yes,
36.0,16.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
47.0,13.0,white,yes,0.0,"yes, allowed to teach",,more difficult,no,
38.0,12.0,white,yes,,,fifth,,yes,
45.0,12.0,white,yes,0.0,"yes, allowed to teach",,stay as is,yes,
,12.0,white,no,,not allowed,fourth,,,
40.0,10.0,white,no,,"yes, allowed to teach",fifth,,,
37.0,12.0,white,no,0.0,,fifth,more difficult,no,
37.0,12.0,white,yes,0.0,,fifth,more difficult,yes,
35.0,12.0,white,no,,not allowed,,more difficult,yes,
32.0,12.0,white,yes,0.0,not allowed,fifth,,,
35.0,12.0,white,yes,0.0,"yes, allowed to teach",,stay as is,yes,
35.0,12.0,white,yes,,not allowed,,more difficult,yes,
35.0,8.0,white,no,0.0,"yes, allowed to teach",fifth,,,
33.0,13.0,white,yes,,,fourth,stay as is,yes,
49.0,14.0,white,no,0.0,"yes, allowed to teach",,more difficult,yes,
44.0,12.0,white,yes,0.0,,fifth,more difficult,no,
31.0,13.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
,16.0,white,no,0.0,,fifth,,,
44.0,12.0,white,no,0.0,"yes, allowed to teach",,more difficult,yes,
40.0,13.0,white,no,0.0,not allowed,fifth,,,
35.0,12.0,white,no,,"yes, allowed to teach",,more difficult,yes,
40.0,14.0,white,yes,0.0,"yes, allowed to teach",fourth,,,
35.0,12.0,white,yes,0.0,not allowed,,more difficult,no,
59.0,15.0,white,yes,,not allowed,,more difficult,yes,
61.0,20.0,white,yes,0.0,,fifth,,yes,
,14.0,white,no,0.0,,fifth,more difficult,yes,
49.0,12.0,white,,0.0,"yes, allowed to teach",,easier,yes,
,15.0,white,no,,not allowed,,more difficult,,
72.0,16.0,white,no,0.0,,,,yes,
37.0,12.0,white,yes,0.0,,fifth,more difficult,no,
45.0,16.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
71.0,20.0,white,no,0.0,,fourth,stay as is,yes,
17.0,16.0,white,yes,0.0,"yes, allowed to teach",fourth,,,
45.0,12.0,white,yes,1.0,,fourth,stay as is,yes,
40.0,12.0,white,yes,,,fifth,easier,yes,
48.0,14.0,white,no,,"yes, allowed to teach",,more difficult,no,
36.0,12.0,white,yes,1.0,not allowed,fifth,,,
35.0,10.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
51.0,16.0,white,yes,0.0,"yes, allowed to teach",third,,,
43.0,12.0,white,no,0.0,not allowed,fifth,,,
17.0,15.0,white,no,0.0,,fifth,more difficult,yes,
35.0,12.0,white,no,,not allowed,,easier,yes,
45.0,12.0,black,yes,,not allowed,,more difficult,no,
45.0,12.0,black,no,0.0,not allowed,,,,
39.0,12.0,black,no,,not allowed,,easier,yes,
25.0,11.0,black,yes,,not allowed,,,yes,
42.0,12.0,black,no,,"yes, allowed to teach",fifth,,,
,8.0,white,no,0.0,not allowed,fourth,,,
27.0,12.0,white,yes,0.0,,fifth,stay as is,,
31.0,16.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
31.0,12.0,white,yes,0.0,"yes, allowed to teach",,stay as is,,
25.0,12.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
24.0,12.0,white,yes,,,fifth,more difficult,yes,
46.0,8.0,white,no,,not allowed,,stay as is,,
46.0,13.0,white,no,,,fifth,more difficult,no,
46.0,7.0,white,,,not allowed,,stay as is,yes,
32.0,13.0,white,no,0.0,,fifth,stay as is,no,
46.0,12.0,white,,0.0,not allowed,,more difficult,yes,
49.0,12.0,white,no,,"yes, allowed to teach",fifth,,,
36.0,12.0,white,no,0.0,not allowed,third,,,
64.0,17.0,white,yes,0.0,,fifth,more difficult,yes,
64.0,14.0,other,no,,not allowed,,more difficult,no,
31.0,12.0,white,no,0.0,not allowed,,more difficult,yes,
39.0,12.0,white,no,0.0,"yes, allowed to teach",fifth,,,
64.0,16.0,white,no,0.0,"yes, allowed to teach",fifth,,,
26.0,12.0,white,yes,0.0,not allowed,,more difficult,no,
28.0,12.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
31.0,18.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
45.0,12.0,white,no,0.0,"yes, allowed to teach",fifth,,,
64.0,14.0,white,no,0.0,,fifth,more difficult,yes,
47.0,12.0,white,yes,0.0,,fifth,stay as is,yes,
36.0,12.0,white,yes,0.0,,fourth,stay as is,yes,
45.0,8.0,white,yes,0.0,not allowed,,stay as is,yes,
31.0,12.0,white,yes,0.0,,fifth,more difficult,yes,
45.0,12.0,white,no,0.0,not allowed,fifth,,,
51.0,17.0,white,yes,0.0,,fifth,more difficult,yes,
24.0,16.0,white,yes,0.0,"yes, allowed to teach",third,,,
39.0,18.0,white,no,0.0,,fifth,stay as is,yes,
30.0,12.0,white,yes,,not allowed,,more difficult,no,
25.0,12.0,white,no,0.0,,fifth,more difficult,yes,
47.0,14.0,white,yes,0.0,not allowed,,more difficult,,
48.0,13.0,white,no,0.0,not allowed,,easier,yes,
31.0,13.0,white,yes,0.0,not allowed,fifth,,,
47.0,13.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
,15.0,white,no,0.0,not allowed,,more difficult,yes,
47.0,16.0,white,yes,0.0,"yes, allowed to teach",,more difficult,no,
24.0,11.0,white,no,,,fifth,,,
61.0,18.0,white,no,,,fifth,easier,yes,
42.0,10.0,white,,0.0,"yes, allowed to teach",fourth,,,
66.0,16.0,white,no,0.0,"yes, allowed to teach",fifth,,,
47.0,18.0,white,no,,,fifth,easier,yes,
32.0,11.0,white,no,0.0,"yes, allowed to teach",fifth,,,
60.0,8.0,white,no,,,,more difficult,yes,
45.0,16.0,white,yes,,not allowed,fifth,,,
47.0,16.0,white,no,0.0,"yes, allowed to teach",fourth,,,
57.0,16.0,white,yes,0.0,,fifth,easier,yes,
35.0,20.0,white,no,0.0,"yes, allowed to teach",,stay as is,yes,
35.0,8.0,white,yes,,"yes, allowed to teach",,stay as is,no,
36.0,10.0,white,yes,,,fourth,easier,yes,
38.0,8.0,white,yes,0.0,not allowed,,easier,yes,
32.0,9.0,white,no,,,third,stay as is,,
35.0,7.0,white,,0.0,,fourth,easier,yes,
32.0,14.0,white,yes,,not allowed,fourth,,,
48.0,12.0,other,yes,0.0,not allowed,,easier,yes,
50.0,12.0,white,no,0.0,not allowed,,stay as is,yes,
47.0,14.0,white,yes,0.0,not allowed,fifth,,,
27.0,9.0,white,no,,not allowed,fifth,,,
36.0,8.0,white,,0.0,not allowed,fourth,,,
48.0,11.0,white,no,,,fifth,more difficult,no,
32.0,7.0,white,no,0.0,not allowed,fourth,,,
32.0,12.0,white,no,,not allowed,fifth,,,
38.0,9.0,white,no,0.0,not allowed,,more difficult,no,
36.0,7.0,white,no,0.0,"yes, allowed to teach",fifth,,,
47.0,16.0,white,no,,not allowed,,stay as is,no,
36.0,12.0,white,no,0.0,not allowed,fourth,,,
72.0,17.0,white,no,0.0,not allowed,fifth,,,
28.0,11.0,white,no,,,fifth,stay as is,yes,
47.0,12.0,white,yes,,not allowed,fifth,,,
42.0,8.0,white,no,0.0,not allowed,,more difficult,yes,
49.0,12.0,white,no,,,fifth,easier,yes,
48.0,15.0,white,yes,1.0,"yes, allowed to teach",,,yes,
47.0,15.0,white,yes,,"yes, allowed to teach",fifth,,,
38.0,13.0,white,yes,,"yes, allowed to teach",,more difficult,yes,
69.0,15.0,white,yes,,not allowed,fifth,,,
22.0,14.0,white,no,,,fifth,easier,no,
38.0,12.0,white,yes,0.0,,fifth,stay as is,yes,
74.0,19.0,white,no,0.0,not allowed,,more difficult,no,
55.0,12.0,white,yes,0.0,not allowed,fifth,,,
64.0,16.0,white,no,0.0,not allowed,fifth,,,
46.0,16.0,white,yes,0.0,,fifth,more difficult,yes,
32.0,12.0,white,no,0.0,not allowed,,stay as is,yes,
64.0,18.0,white,yes,0.0,,fifth,more difficult,yes,
48.0,18.0,white,no,0.0,not allowed,fourth,,,
31.0,16.0,white,no,0.0,,fifth,easier,yes,
72.0,14.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
38.0,16.0,white,yes,3.0,"yes, allowed to teach",,more difficult,no,
63.0,16.0,white,no,0.0,not allowed,,easier,yes,
32.0,19.0,white,no,0.0,"yes, allowed to teach",fifth,,,
38.0,12.0,other,yes,0.0,,third,easier,yes,
17.0,18.0,black,no,0.0,not allowed,,more difficult,no,
35.0,8.0,white,no,,not allowed,fourth,,,
33.0,9.0,white,,0.0,"yes, allowed to teach",third,,,
42.0,6.0,white,no,0.0,"yes, allowed to teach",,,no,
27.0,12.0,black,no,0.0,not allowed,,more difficult,no,
41.0,12.0,white,yes,,not allowed,,more difficult,yes,
64.0,20.0,white,no,0.0,,fifth,stay as is,yes,
31.0,12.0,white,no,,not allowed,fourth,,,
39.0,12.0,other,no,0.0,not allowed,,easier,yes,
45.0,10.0,white,yes,1.0,not allowed,fifth,,,
45.0,14.0,white,yes,0.0,,fifth,easier,yes,
47.0,13.0,white,yes,0.0,,fifth,easier,yes,
38.0,16.0,white,no,0.0,"yes, allowed to teach",fourth,,,
40.0,11.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
,12.0,white,yes,,,,more difficult,yes,
45.0,14.0,black,yes,0.0,,fifth,more difficult,no,
41.0,12.0,white,yes,,not allowed,fifth,,,
35.0,17.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
46.0,16.0,white,yes,,not allowed,,more difficult,no,
35.0,6.0,white,yes,,not allowed,,stay as is,yes,
38.0,13.0,white,no,0.0,,third,more difficult,no,
48.0,12.0,white,yes,0.0,,fifth,stay as is,yes,
47.0,14.0,white,no,,not allowed,,more difficult,yes,
45.0,12.0,white,yes,,not allowed,fifth,,,
51.0,18.0,white,no,,not allowed,,more difficult,yes,
60.0,20.0,white,yes,0.0,,fourth,easier,yes,
40.0,12.0,white,yes,,"yes, allowed to teach",fourth,,,
60.0,12.0,white,yes,0.0,"yes, allowed to teach",,easier,no,
32.0,12.0,white,no,0.0,not allowed,fifth,,,
35.0,14.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
47.0,12.0,white,no,0.0,,fifth,more difficult,no,
50.0,12.0,white,yes,0.0,not allowed,fifth,,,
22.0,11.0,white,yes,0.0,,fourth,easier,yes,
34.0,11.0,white,yes,1.0,"yes, allowed to teach",fifth,,,
28.0,1.0,black,no,0.0,not allowed,,easier,yes,
31.0,13.0,white,yes,0.0,"yes, allowed to teach",,more difficult,yes,
45.0,12.0,white,yes,0.0,"yes, allowed to teach",,stay as is,no,
57.0,16.0,white,no,0.0,,fourth,easier,yes,
,11.0,white,yes,0.0,,fifth,easier,yes,
61.0,16.0,white,yes,0.0,not allowed,,easier,yes,
35.0,12.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
35.0,11.0,white,yes,0.0,not allowed,fifth,,,
47.0,12.0,white,no,0.0,,fifth,,,
38.0,11.0,white,yes,,not allowed,fifth,,,
49.0,12.0,white,yes,0.0,not allowed,,easier,no,
45.0,16.0,white,no,0.0,,fifth,more difficult,no,
45.0,15.0,white,yes,0.0,,fifth,more difficult,yes,
29.0,14.0,black,no,0.0,,fifth,more difficult,yes,
43.0,11.0,white,,2.0,not allowed,,stay as is,yes,
24.0,9.0,black,yes,,not allowed,,easier,yes,
36.0,16.0,black,no,0.0,,fifth,easier,no,
36.0,14.0,black,yes,0.0,not allowed,,easier,no,
47.0,12.0,white,no,,not allowed,fifth,,,
44.0,13.0,white,yes,0.0,,fifth,more difficult,yes,
64.0,20.0,white,no,0.0,"yes, allowed to teach",fourth,,,
36.0,18.0,white,no,0.0,not allowed,fifth,,,
38.0,18.0,white,yes,0.0,"yes, allowed to teach",fourth,,,
32.0,10.0,white,no,,,fifth,stay as is,yes,
65.0,16.0,white,yes,0.0,,fifth,stay as is,no,
25.0,13.0,white,no,0.0,not allowed,,more difficult,no,
50.0,12.0,white,yes,1.0,,fifth,,,
41.0,14.0,white,no,0.0,not allowed,fifth,,,
47.0,13.0,white,no,,not allowed,,stay as is,yes,
71.0,19.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
66.0,17.0,white,yes,0.0,not allowed,,stay as is,no,
45.0,14.0,white,yes,0.0,"yes, allowed to teach",,stay as is,yes,
44.0,16.0,white,no,0.0,"yes, allowed to teach",fifth,,,
47.0,13.0,white,yes,,not allowed,fourth,,,
35.0,14.0,white,no,0.0,,fourth,stay as is,yes,
,6.0,white,yes,,not allowed,fifth,,,
,12.0,white,yes,0.0,,fifth,more difficult,no,
24.0,12.0,white,yes,0.0,not allowed,fifth,,,
38.0,14.0,white,yes,0.0,"yes, allowed to teach",,stay as is,yes,
31.0,11.0,white,no,0.0,"yes, allowed to teach",fifth,,,
32.0,11.0,white,yes,,not allowed,fourth,,,
29.0,10.0,white,yes,0.0,,fifth,easier,no,
45.0,12.0,white,yes,2.0,,fifth,easier,yes,
45.0,12.0,white,yes,,,fifth,more difficult,yes,
33.0,8.0,white,,,not allowed,,more difficult,no,
51.0,12.0,white,no,0.0,"yes, allowed to teach",,easier,no,
31.0,12.0,white,no,,not allowed,,more difficult,no,
64.0,16.0,white,yes,0.0,not allowed,fifth,,,
45.0,13.0,white,yes,0.0,not allowed,fifth,,,
39.0,12.0,white,yes,0.0,,fifth,easier,yes,
46.0,10.0,white,yes,0.0,not allowed,fourth,,,
48.0,14.0,white,no,0.0,"yes, allowed to teach",,more difficult,yes,
53.0,14.0,white,yes,,"yes, allowed to teach",,stay as is,yes,
47.0,16.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
35.0,4.0,black,no,0.0,,first,easier,yes,
64.0,16.0,white,no,0.0,,fifth,,no,
38.0,20.0,white,yes,0.0,not allowed,fifth,,,
31.0,15.0,white,no,0.0,,fifth,more difficult,no,
72.0,17.0,white,no,0.0,"yes, allowed to teach",,more difficult,no,
61.0,16.0,white,no,,,fifth,more difficult,no,
63.0,18.0,white,yes,0.0,,fifth,more difficult,yes,
64.0,12.0,white,yes,0.0,,fifth,more difficult,no,
64.0,18.0,white,yes,,"yes, allowed to teach",,more difficult,yes,
72.0,11.0,white,no,0.0,not allowed,fifth,,,
25.0,13.0,white,no,0.0,not allowed,fifth,,,
50.0,16.0,white,no,0.0,"yes, allowed to teach",,stay as is,yes,
61.0,17.0,black,no,0.0,not allowed,fifth,,,
48.0,16.0,white,yes,0.0,"yes, allowed to teach",,more difficult,no,
38.0,19.0,white,no,,,fifth,more difficult,yes,
31.0,13.0,white,yes,0.0,"yes, allowed to teach",fifth,,,
38.0,12.0,white,yes,0.0,,fifth,stay as is,yes,
38.0,12.0,white,yes,1.0,not allowed,,stay as is,yes,
35.0,12.0,black,yes,0.0,,fifth,easier,yes,
35.0,10.0,black,no,0.0,,fourth,easier,no,
